"Customer Reference Number","Customer Name","Load ID","Load Group","Load Created Date","Order Number","Billable Total Rate"
"3000007550","PT. NIRWANA LESTARI","58272124","SURABAYA RENTAL TRIP","01/11/2021 15:02","1000350951","116,001.00"
"3000007550","PT. NIRWANA LESTARI","58272128","SURABAYA RENTAL TRIP","01/11/2021 15:02","1000350958","693,200.00"
"3000007550","PT. NIRWANA LESTARI","58272131","SURABAYA RENTAL TRIP","01/11/2021 15:03","1000350961","410,500.00"
"3000007550","PT. NIRWANA LESTARI","58272133","SURABAYA RENTAL TRIP","01/11/2021 15:03","1000350975","366,200.00"
"3000007550","PT. NIRWANA LESTARI","58272137","SURABAYA RENTAL TRIP","01/11/2021 15:03","1000350977","258,500.00"
"3000007550","PT. NIRWANA LESTARI","58272141","SURABAYA RENTAL TRIP","01/11/2021 15:04","1000350984","679,800.00"
"3000007550","PT. NIRWANA LESTARI","58272143","SURABAYA RENTAL TRIP","01/11/2021 15:04","1000350995","342,000.00"
"3000007550","PT. NIRWANA LESTARI","58272144","SURABAYA RENTAL TRIP","01/11/2021 15:04","1000350996","275,500.00"
"3000019518","PT. GCM MARKETING SOLUTIONS INDONESIA","58272491","SURABAYA EXIM TRUCKING","01/11/2021 15:41","SISB21100037_2","1,600,000.00"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58272500","SURABAYA EXIM TRUCKING","01/11/2021 15:43","SESB21100014_1","1,672,500.00"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58272855","SURABAYA EXIM TRUCKING","01/11/2021 16:28","SESB21100014_2","1,492,500.00"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58272898","SURABAYA EXIM TRUCKING","01/11/2021 16:31","SESB21100014_3","995,000.00"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58272910","SURABAYA EXIM TRUCKING","01/11/2021 16:33","SESB21100014_4","995,000.00"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58272923","SURABAYA EXIM TRUCKING","01/11/2021 16:36","SESB21100014_5","1,115,000.00"
"3000018615","PT.  INBISCO NIAGATAMA SEMESTA","58272935","SURABAYA LOG PACK","01/11/2021 16:38","40949324","3,400,000.00"
"3000018615","PT.  INBISCO NIAGATAMA SEMESTA","58272942","SURABAYA LOG PACK","01/11/2021 16:39","40952268","3,400,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273177","SURABAYA LOG PACK","01/11/2021 17:24","2100411410","420,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273177","SURABAYA LOG PACK","01/11/2021 17:24","2100411501","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58273184","SURABAYA LOG PACK","01/11/2021 17:25","2100412238","695,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273185","SURABAYA LOG PACK","01/11/2021 17:25","2100412364","977,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273187","SURABAYA LOG PACK","01/11/2021 17:25","2100412462","1,346,000.00"
"3000016749","GREENFIELDS DAIRY INDONESIA","58273189","SURABAYA LOG PACK","01/11/2021 17:25","GD3221634247/0080134984","2,650,000.00"
"3000016749","GREENFIELDS DAIRY INDONESIA","58273190","SURABAYA LOG PACK","01/11/2021 17:26","GD3221634918/0080135024","2,650,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273191","SURABAYA LOG PACK","01/11/2021 17:26","2100412489","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58273191","SURABAYA LOG PACK","01/11/2021 17:26","2100412101","505,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273193","SURABAYA LOG PACK","01/11/2021 17:27","2100412385","345,000.00"
"3000009257","PT TIRTA INVESTAMA","58273194","SURABAYA LOG PACK","01/11/2021 17:27","S21102909296","7,400,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273195","SURABAYA LOG PACK","01/11/2021 17:27","2100412466","977,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273196","SURABAYA LOG PACK","01/11/2021 17:28","2100412132","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58273196","SURABAYA LOG PACK","01/11/2021 17:28","2100412135","1,515,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273218","SURABAYA LOG PACK","01/11/2021 17:28","2100412426","363,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273218","SURABAYA LOG PACK","01/11/2021 17:28","2100412432","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58273221","SURABAYA LOG PACK","01/11/2021 17:29","2100412485","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58273221","SURABAYA LOG PACK","01/11/2021 17:29","2100412486","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58273221","SURABAYA LOG PACK","01/11/2021 17:29","2100412488","775,000.00"
"3000007677","SCIENTEX INDONESIA","58273226","SURABAYA LOG PACK","01/11/2021 17:30","DO-2021-2409","1,770,000.00"
"3000007677","SCIENTEX INDONESIA","58273227","SURABAYA LOG PACK","01/11/2021 17:30","DO-2021-2410","1,200,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273228","SURABAYA LOG PACK","01/11/2021 17:31","2100412331","1,172,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273229","SURABAYA RENTAL TRIP","01/11/2021 17:31","2100412401","386,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273230","SURABAYA RENTAL TRIP","01/11/2021 17:31","2100412402","550,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58273231","SURABAYA RENTAL TRIP","01/11/2021 17:32","2100412404","550,000.00"
"3000008809","IDLE CAP","58273309","SURABAYA LOG PACK","01/11/2021 17:36","KOSB9804PEU01112021","1.00"
"3000009257","PT TIRTA INVESTAMA","58276379","SURABAYA RENTAL TRIP","01/11/2021 20:29","S21110100075","1.00"
"3000009257","PT TIRTA INVESTAMA","58276379","SURABAYA RENTAL TRIP","01/11/2021 20:29","S21110100076","1.00"
"3000009257","PT TIRTA INVESTAMA","58276379","SURABAYA RENTAL TRIP","01/11/2021 20:29","S21110100077","1.00"
"3000009257","PT TIRTA INVESTAMA","58276382","SURABAYA RENTAL TRIP","01/11/2021 20:30","S21110100044","1,300,000.00"
"3000009257","PT TIRTA INVESTAMA","58276383","SURABAYA RENTAL TRIP","01/11/2021 20:30","S21110100045","2,060,000.00"
"3000009257","PT TIRTA INVESTAMA","58276384","SURABAYA LOG PACK","01/11/2021 20:30","S21102909283","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58276385","SURABAYA LOG PACK","01/11/2021 20:31","S21102909284","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58276386","SURABAYA LOG PACK","01/11/2021 20:31","S21102909285","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58276387","SURABAYA LOG PACK","01/11/2021 20:31","S21102909286","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58276388","SURABAYA LOG PACK","01/11/2021 20:31","S21102909288","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58276389","SURABAYA LOG PACK","01/11/2021 20:31","S21102909291","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58276390","SURABAYA LOG PACK","01/11/2021 20:32","S21102909321","450,000.00"
"3000007677","SCIENTEX INDONESIA","58277066","SURABAYA LOG PACK","02/11/2021 10:05","CONS-ST-21-0079","1,300,000.00"
"3000008809","IDLE CAP","58277072","SURABAYA LOG PACK","02/11/2021 10:31","KOSB9664PEU021121","1.00"
"3000008809","IDLE CAP","58277074","SURABAYA LOG PACK","02/11/2021 10:38","KOSB9408UEU02112021","1.00"
"3000006280","PT WARU GUNUNG","58277088","SURABAYA LOG PACK","02/11/2021 11:05","8872009664","4,450,000.00"
"3000006280","PT WARU GUNUNG","58277089","SURABAYA LOG PACK","02/11/2021 11:05","9072001449","4,250,000.00"
"3000003865","MULTI ANUGERAH LESTARI TEXINDO","58277095","SURABAYA LOG PACK","02/11/2021 11:06","SJ21-007701","5,000,000.00"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58277096","SURABAYA LOG PACK","02/11/2021 11:06","40511413","1,100,000.00"
"3000004138","OMYA INDONESIA","58277145","SURABAYA LOG PACK","02/11/2021 11:49","40364614","2,070,000.00"
"3000016749","GREENFIELDS DAIRY INDONESIA","58277209","SURABAYA LOG PACK","02/11/2021 11:59","GD3221636243","5,500,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58277777","SURABAYA LOG PACK","02/11/2021 12:31","2100412603","404,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58277778","SURABAYA LOG PACK","02/11/2021 12:32","2100412406","977,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58277779","SURABAYA LOG PACK","02/11/2021 12:32","2100412407","977,000.00"
"3000001618","ECCO TANNERY INDONESIA","58277780","SURABAYA LOG PACK","02/11/2021 12:33","02/XI/LINC-ECCO/2021","2,000,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58277878","SURABAYA LOG PACK","02/11/2021 13:01","9100053237","4,950,000.00"
"3000009257","PT TIRTA INVESTAMA","58277971","SURABAYA TIV IMPORT","02/11/2021 13:36","5042256085","1.00"
"3000009257","PT TIRTA INVESTAMA","58277996","SURABAYA TIV IMPORT","02/11/2021 13:43","5042242032","1.00"
"3000009257","PT TIRTA INVESTAMA","58277997","SURABAYA TIV IMPORT","02/11/2021 13:44","5042132475","1.00"
"3000009257","PT TIRTA INVESTAMA","58277998","SURABAYA TIV IMPORT","02/11/2021 13:44","5042244870","1.00"
"3000009257","PT TIRTA INVESTAMA","58277999","SURABAYA TIV IMPORT","02/11/2021 13:45","5042189259","1.00"
"3000007550","PT. NIRWANA LESTARI","58278235","SURABAYA RENTAL TRIP","02/11/2021 14:33","1000351220","131,000.00"
"3000007550","PT. NIRWANA LESTARI","58278235","SURABAYA RENTAL TRIP","02/11/2021 14:33","1000351209","61,501.00"
"3000007550","PT. NIRWANA LESTARI","58278245","SURABAYA RENTAL TRIP","02/11/2021 14:35","1000351221","650,000.00"
"3000007550","PT. NIRWANA LESTARI","58278248","SURABAYA RENTAL TRIP","02/11/2021 14:35","1000351222","315,000.00"
"3000007550","PT. NIRWANA LESTARI","58278251","SURABAYA RENTAL TRIP","02/11/2021 14:36","1000351224","366,000.00"
"3000007550","PT. NIRWANA LESTARI","58278252","SURABAYA RENTAL TRIP","02/11/2021 14:36","1000351226","351,200.00"
"3000007550","PT. NIRWANA LESTARI","58278255","SURABAYA RENTAL TRIP","02/11/2021 14:36","1000351228","200,000.00"
"3000007550","PT. NIRWANA LESTARI","58278265","SURABAYA RENTAL TRIP","02/11/2021 14:37","1000351258","196,000.00"
"3000007550","PT. NIRWANA LESTARI","58278269","SURABAYA LOG PACK","02/11/2021 14:38","1000348102+1000348499","1,330,000.00"
"3000007550","PT. NIRWANA LESTARI","58278275","SURABAYA LOG PACK","02/11/2021 14:39","1000349008","1,330,000.00"
"3000005193","PT SINAR MAS AGRO RESOURCES AND","58278396","SURABAYA LOG PACK","02/11/2021 14:50","40518950","4,483,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58279607","SURABAYA LOG PACK","02/11/2021 16:18","2100412598","497,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58279607","SURABAYA LOG PACK","02/11/2021 16:18","2100412457","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58279607","SURABAYA LOG PACK","02/11/2021 16:18","2100412479","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58279617","SURABAYA LOG PACK","02/11/2021 16:18","2100412162","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58279617","SURABAYA LOG PACK","02/11/2021 16:18","2100412502","363,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58279623","SURABAYA LOG PACK","02/11/2021 16:19","2100412574","420,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58279624","SURABAYA LOG PACK","02/11/2021 16:19","2100412415","505,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58279625","SURABAYA LOG PACK","02/11/2021 16:20","2100412491","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58279625","SURABAYA LOG PACK","02/11/2021 16:20","2100412535","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58279625","SURABAYA LOG PACK","02/11/2021 16:20","2100412536","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58279625","SURABAYA LOG PACK","02/11/2021 16:20","2100412537","12,376.00"
"8000000010","PT. LAUTAN LUAS TBK","58279625","SURABAYA LOG PACK","02/11/2021 16:20","2100412626","1.00"
"8000000010","PT. LAUTAN LUAS TBK","58279625","SURABAYA LOG PACK","02/11/2021 16:20","2100412627","420,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58279628","SURABAYA LOG PACK","02/11/2021 16:20","2100412597","456,000.00"
"8000000010","PT. LAUTAN LUAS TBK","58279629","SURABAYA LOG PACK","02/11/2021 16:21","2100412310","2,779,000.00"
"3000009257","PT TIRTA INVESTAMA","58279828","SURABAYA RENTAL TRIP","02/11/2021 16:29","S21110200067","1,200,000.00"
"3000009257","PT TIRTA INVESTAMA","58279866","SURABAYA RENTAL TRIP","02/11/2021 16:30","S21110200068","1,200,000.00"
"3000009257","PT TIRTA INVESTAMA","58279870","SURABAYA LOG PACK","02/11/2021 16:30","S21102909287","450,000.00"
"3000018615","PT.  INBISCO NIAGATAMA SEMESTA","58279871","SURABAYA LOG PACK","02/11/2021 16:31","40955605","3,400,000.00"
"3000009257","PT TIRTA INVESTAMA","58279874","SURABAYA LOG PACK","02/11/2021 16:31","S21102909289","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58279879","SURABAYA LOG PACK","02/11/2021 16:31","S21102909297","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58279893","SURABAYA LOG PACK","02/11/2021 16:31","S21102909299","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58279896","SURABAYA LOG PACK","02/11/2021 16:32","S21102909314","450,000.00"
"3000009257","PT TIRTA INVESTAMA","58279900","SURABAYA LOG PACK","02/11/2021 16:32","S21102909315","450,000.00"
